name,year,num_parts
Xplode,2010,45
Baggage Carts,1970,45
Puppy Pampering,2017,45
Piranha,2010,45
Go-Kart Racer,2015,45
My First Gas Station,2012,45
Spider-Man Bridge Battle,2022,45
Polar Bear,2011,45
Ultimate Accessories,2000,45
Creative Rings Pod,2019,45
Lighting Bricks,1992,45
Turahk - With mini CD-ROM,2003,45
Sterling Airways Biplane,1978,45
Pool Foam Slide,2017,45
Lufthansa Boeing 727,1976,45
Christmas Snow Hut Ornament,2014,45
Bucket (Explore),2002,45
Windmill,2018,45
Tokyo Racing,2011,45
The LEGO Games Book,2020,45
Urban Enforcer,2011,45
Robin's Mini Fortrex,2016,45
Dance Studio,1996,45
Beach Buggy,2020,45
Butterfly,2016,45
Big Chief's Big Camp,1998,45
Seaside Cabana,1992,45
Jawblade,2012,45
Resistance A-Wing,2021,45
Andrea's Bunny Cube,2021,45
Racers Buildable Watch with Car,2011,45
Police Mobile Patrol,1978,45
Scuba Diver,2015,45
Basic Bricks,2010,45
Toady,2022,45
MTT,2016,45
Red Bricks,1973,45
Build Christmas Fun!,2021,45
Alpha Team Sub-Surface Scooter,2002,45
Simple and Motorized Mechanisms Misc Connectors,2014,45
Push Train,2016,45
White Bricks,1973,45
Fire Station,1995,45
Blue and Yellow Bricks,1973,45
St. Bernard Dog,2017,45
Spaceship,2023,45
Police Units,1979,45
Basic Bricks - Medium,2008,45
Classic Knights Minifigure,2016,45
Narwhal,2017,45
Dump Truck,1967,45
Dump Truck,1968,45
Medium Bucket,2001,45
Dizzy's Birdwatch,2002,45
Spider-Man Glider,2014,45
Republic Frigate,2013,45
"Read, Listen and Play Box",2000,45
Basic Set (Safari),1987,45
V-Wing,2021,45
Anakin's Jedi Intercepter,2014,45
"Brick Bucket, Small (Explore)",2002,45
VW Garage,1958,45
Globert,2015,45
"LEGO Store Grand Opening Exclusive Commemorative Set, Westfield Annapolis, Annapolis, MD",2009,45
Slammer Goalie,2003,45
Batwing,2014,45
Vladek Encounter,2004,45
The Cowler Dragon,2015,45
Fireball Catapult,2005,45
"Brick Bucket, Small (Explore)",2002,45
Chima,2013,45
Cragger Fun Pack,2015,45
Spider-Man and Sandman Showdown,2021,45
Millennium Falcon,2016,44
Scarab Attack,2011,44
Snowman,2009,44
Thornraxx,2012,44
Tina's House,2001,44
Jet / Judge Slizer,1999,44
Iron Man,2012,44
Kurahk,2003,44
Race Cars,2021,44
Train Bucket,1993,44
Truck,2018,44
Basic Set,1994,44
Panrahk,2003,44
Horse Stable,2013,44
Panrahk - With Shadow Kraata,2003,44
Captain America,2012,44
Racing Car,2023,44
Karzon,2006,44
Flare,2000,44
Jurassic Park Anniversary T-Rex,2023,44
Guurahk - With Shadow Kraata,2003,44
Airjitzu Wrayth Flyer,2015,44
Mars Exploration Minifigure Pack,2019,44
Guardsman,2017,44
Police Helicopter,2017,44
Emmet's 'Piece' Offering,2019,44
Basic Building Set Trial Size,1989,44
Mother and Baby with Dog,1976,44
Car and Petrol Pump,2018,44
Construction Truck,1983,44
Lord Vladek,2005,44
Sir Santis,2005,44
Airplane Ride,1977,44
Puppy Playground,2000,44
Sir Rascus,2005,44
Road Rebel / Buggy Racer,1999,44
Arctic Snowmobile,2014,44
Guurahk,2003,44
Parrot,2021,44
Lerahk - With Shadow Kraata,2003,44
Lerahk,2003,44
Laundry Room,1997,44
Christmas Ornament Santa,2020,44
Snowmobile,1998,44
Mineral Detector,1980,44
Vorahk,2003,44
75th Anniversary Duck on Wheels,2007,44
Rapunzel's Petite Tower,2019,44
Cement Mixer,2007,44
Carbon Star,2006,44
Tool Box,1995,44
Scarecrow,2011,44
Park Picnic,2020,44
Crocodile Bucket,1995,44
Shell Tanker Truck,1970,44
Turahk,2003,44
Stephanie's Play Cube,2020,44
Stephanie's Shopping Play Cube,2020,44
Vorahk - With Shadow Kraata,2003,44
Wild Pod,2004,44
Town Accessories,1994,44
Wild Pod (Toy Fair Nuernberg Promotion),2004,44
Witch's Cottage,1999,44
Smokin' Slickster,2011,44
Beach Bandit,1992,44
Train Station,2000,44
Vorahk - With mini CD-ROM,2003,44
Supreme Court,2015,44
Snowplough,2016,44
Ice Cream Shop,2021,44
1 x 1 Bricks with Numbers (System),1966,44
Garage,2005,44
Tactical Patrol Truck,1985,44
Picture Frame,2019,44
Animals Park,1995,44
Miles' Stellosphere Hangar,2016,44
Shark,2009,44
Doctor Strange's Interdimensional Portal,2023,44
Wish Fountain,2015,44
TIE Fighter - Mini,2008,44
General Grievous Starfighter - Mini,2009,44
Helicopter,2014,44
Happy Holiday Pet Ornament,2020,44
Dragon Tournament,2006,44
Serious Play Modul 2,2007,44
Tow Truck and Car,1978,44
Minifig Pack,1991,44
Snowman,2009,44
Clay's Mini Falcon,2017,44
First Order Snowspeeder,2017,44
"King Mathias (Series 1) Limited Edition with Map and Cape, US",2004,44
Kurahk - With Shadow Kraata,2003,44
Terrain Crusher,2007,44
Snowplough,2014,44
Lime Racer,2010,44
A-Wing,2020,44
Beams (red),1999,44
Black Slopes 33,2003,44
Stable Set,2005,44
Windows and Doors,2002,44
Key Hanger,2019,44
1 x 1 Bricks with Letters (System),1966,44
Sea Explorer,1984,44
Biplane,1967,44
1 x 2 Bricks,1966,44
Lawn Mower / Tractor,2013,44
Beams (blue),1999,44
Lucy vs. Alien Invader,2019,44
Kurahk - With mini CD-ROM,2003,44
Pirate,2013,44
Sport Coupe,1990,43
Farm Animals,2005,43
Auto Service Truck,1979,43
Iron Golem,2022,43
Life on Mars Clock,2001,43
Hogwarts Express,2018,43
Small Bucket with Dog,2001,43
Tipper Truck,1989,43
Flash Speeder,2017,43
Decorated Elements,1996,43
"Roof Bricks, 33 Degrees",1973,43
Minifig Pack,1986,43
Aquaman Fun Pack,2016,43
Airjitzu Zane Flyer,2015,43
Road Signs,1999,43
Ice Surfer,2000,43
Horse Cart,1984,43
Gears,1965,43
Turtle's Little Paradise,2014,43
Carnivorous Plant,2021,43
Technic Gears,2014,43
King Mathias (Series 2),2005,43
Mia's Jungle Play Cube,2020,43
Frost,2000,43
My First Construction Site,2013,43
Andrea's Summer Play Cube,2020,43
2012 - Unused Parts Database Set,2012,43
Swamp,2000,43
Easter Bunny,2020,43
Rocka,2013,43
Educational Gear Set,1969,43
Lloyd's Quad Bike,2021,43
Mini Farm,1996,43
Watch System Astro (UFO Space),1997,43
Yellow Flyer,2018,43
Battle Pack Skeletons,2008,43
Watermelon,2010,43
Midnight Streak,2008,43
Classic Pirate Set,2013,43
Monster Crusher,2005,43
City Fire Accessory Set,2013,43
Hot Dog Stand,2018,43
Dinosaur,2017,43
Workshop Kit for Simple Machines,2012,43
Chef Enzo's Haunted Hotdogs,2020,43
Parrot,2016,43
Popcorn Cart,2019,43
Frog,2018,43
Basic Building Set,1990,43
Pony Stables,1997,43
Stealthy Swamp Airboat,2017,43
Surfer Dragon,2018,43
Kiina,2009,43
CRU Masters' Training Grounds,2017,43
WU-CRU Training Dojo,2016,43
Dust,2000,43
Sir Kentis,2006,43
Orange Fish,2003,43
Teacher's Day,2020,43
Kai Drifter,2015,43
Turahk - With Shadow Kraata,2003,43
Creator Watch with Building Toy,2011,43
Gali Nuva,2002,43
Pohatu Nuva,2002,43
Cinderella Mini Castle,2020,43
Anacondrai Battle Mech,2015,43
Emma's Splash Pool,2012,43
City Firemen Minifigure Pack,2012,43
Kylo Ren's Command Shuttle,2016,43
Spider-Man,2022,43
Hockey Player,2012,43
Turbo Tow,2010,43
Yellow Cab,2012,43
Toy Soldier Ornament,2019,43
Freestyle Set,1995,43
Skier,2011,43
Small Car,2010,43
Lion Cub's Savanna,2014,43
Arctic Ice Saw,2018,43
Jet,2010,43
Organic Garden,2023,43
Off-Road,2015,43
Blue Ghost,2021,43
Water Park Tub,1999,43
Dragon,2014,43
Little Foal,2015,43
Imperial TIE Fighter,2018,42
Micro Ghost,2014,42
Database Set for Nuva Masks,2002,42
Fat Trax,2006,42
ARC-170 Starfighter - Mini,2005,42
Super Nova II,1991,42
Tiger's Beautiful Temple,2014,42
Fork Lift Truck and Trailer,1972,42
Alien Striker,2011,42
Minifigure Accessory Set,2013,42
Holiday Ornament with Gold Bricks,2011,42
Machines & Mechanisms Replacement Pack 2,2015,42
The Joker Mini Mech Bot,2013,42
Jumping Snakes,2012,42
Resistance X-Wing,2020,42
TIE Interceptor,2020,42
Plugholders and Leads,1992,42
Quadjumper,2018,42
Lion,2005,42
Batman versus Harley Quinn,2022,42
Knighton Rider,2017,42
Police Minifigure Accessory Set,2020,42
Knight's Cycle,2016,42
Squidman Escape,2009,42
Dumper,1995,42
Sitting Santa (Legoland California),2005,42
Dump Truck,1980,42
Fire & Police Station,1982,42
ARC-170 Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005,42
Fork Lift,1973,42
Circus Bucket Green,1995,42
2 x 2 Plates (architectural hobby und modelbau version),1962,42
Shell Service Station,1971,42
Stringer,2012,42
Farm,2007,42
Nuhvok,2002,42
Assorted Blue Plates,2001,42
Snowman,2003,42
Street Sprinter vs. Mutant Lizard,2005,42
Sir Jayko,2005,42
Castle Dragons Accessory Set,2014,42
Octopus,2010,42
F138,2014,42
Sir Danju,2005,42
Extra Plates Red,1986,42
Alien Encounter,2001,42
Polar Accessory Set,2014,42
E.T. the Extra-Terrestrial Fun Pack,2016,42
Assorted Yellow Plates,2001,42
Leads (4.5V) Spirals,1987,42
Fun Building with Lego Duplo,2007,42
Nexo Knights Shield Dock,2016,42
Rally Racer,2009,42
"Red Roof Bricks Parts Pack, 33 Degree",1980,42
Secret of the Tomb,2003,42
Elsa's Winter Throne,2019,42
Show Jumping Event,1997,42
Space Mini-Figures,1988,42
Lawn Mower,2013,42
Police ATV,2014,42
Turkey,2011,42
Go-Kart,2006,42
Santa Claus,2009,42
Vulture Droid,2011,42
Zaktan,2006,42
Millennium Falcon,2016,42
Toxic Reapa,2012,42
Assorted Dark Gray Plates,2004,42
Black VIP Frame (Card Display),2018,42
Danju,2004,42
Lightning McQueen's Race Day,2020,42
Thok,2006,42
Snowman,1991,42
"Plates, Red",1987,42
Assorted Brown Plates,2004,42
Deep Sea Scuba Scooter,2015,42
Black Plates Assorted,1999,42
Extra Plates Blue,1986,42
Basic Storage Unit (Green Suitcase),1996,42
Buccaneers,1997,42
"Plates, Blue",1987,42
Hakann,2006,42
Mini Master-Building MetalBeard,2019,42
X-wing Fighter,2004,41
Kopaka Nuva,2002,41
Fire Place,2010,41
Dora and Diego's Animal Adventure,2004,41
Onua Nuva,2002,41
Scooter,1977,41
First Order Special Forces TIE Fighter,2015,41
Brickbuster Super Truck,2002,41
Scuderia Ferrari Truck,2012,41
Dracula,2011,41
Delivery Van,1983,41
Basic Building Set,1985,41
Children's Zoo (Zoo Animal Antics),1990,41
Belville Boutique Watch,2002,41
City: Hospital Heist!,2019,41
Sky Flyer I,1998,41
Boy with Backpack,2010,41
X-wing Fighter,2004,41
Razor Crest,2022,41
My First Celebration,2018,41
Special Elements for Intelligent House Building Set,2001,41
Cowboys,1976,41
Olivia's Flamingo Cube,2021,41
Christmas Ideas,2019,41
"King Mathias (Series 1) Limited Edition with Map and Cape, European",2004,41
Classic Name Sign,2013,41
Grandma's Kitchen,1992,41
Robot,2022,41
Wild Pod (polybag),2004,41
Millennium Falcon,2022,41
Car with Plane Transporter,1975,41
Tyrannosaurus,2018,41
Aquagon,2013,41
Spider-Man & Friends: Funfair Adventure,2022,41
Y-Wing Fighter Bag Charm,2007,41
Emma's Dalmatian Cube,2021,41
Captain Kragg's Pirate Boat,2004,41
Laser Ranger,1989,41
Alex with Skeleton and Skeleton Horse,2022,41
Toolo Expansion Set,2000,41
Creative Cars,2013,41
Aircraft,2016,41
Vezok,2006,41
Tow Truck and Car,1972,41
Avak,2006,41
Sewing Machine,2022,41
Wookie Gunship,2015,41
Owl,2012,41
Sentry and Catapult,2008,41
Scooter,1976,41
Star-Stuck Emmet,2019,41
Medium Bucket,1994,41
Spooky House,1998,41
Ocean Mini Submarine,2020,41
Tender Basis (without color trim elements),2001,41
Republic Attack Cruiser - Mini,2011,41
Barnaby Bear's Building Set,1994,41
Superman,2013,41
Castle Accessories,2002,41
Wonder Woman Fun Pack,2015,41
Valentine Letter Set,2011,41
Desert Viper,2009,41
Squirrel's Tree House,2013,41
Wind-up Motor,2001,41
My Travel Companion,2017,41
Stephanie and Mailbox,2012,41
Transportation Set,1997,41
Eep Cheep,2020,41
Reidak,2006,41
Fire Helicopter,2021,41
Night Driver,2007,41
Town Mini-Figures,1988,41
Build to Learn,2017,41
Skeleton Chopper,2011,41
Valentine's Day Card,2019,40
Polar Bear,2016,40
Birthday Party Kit,2010,40
TECHNIC Gear Wheels,2002,40
Cyberman Fun Pack,2016,40
Fire Speedboat,2013,40
Cargo Chopper,2008,40
Small First Tools for Technology,1995,40
Spider,2022,40
Baby Yoshi,2022,40
Wheels,1987,40
Morak,2007,40
Pumpkin,2011,40
Hammerhead Shark,2023,40
Helicopter,2022,40
Fire Truck,1970,40
Animals,1978,40
Dragster,2018,40
V-Wing Fighter,1997,40
Jek-14 Stealth Fighter,2013,40
Police Station & Helicopter,2022,40
Health Center (Doctor's House),1994,40
City Jungle Explorer Kit,2017,40
Nutcracker,2011,40
Small Bucket,1998,40
Special Edition Bucket,2004,40
Nuhvok-Kal,2003,40
Tahnok-Kal,2003,40
Police Chase,2016,40
Kohrak-Kal,2003,40
Lehvak-Kal,2003,40
Pahrak-Kal,2003,40
Summer Scene,2013,40
Police Car,1983,40
Gahlok-Kal,2003,40
Christmas Tree,2010,40
Garden Fun,1996,40
Skater,2021,40
Knights' Kingdom The Game,2006,40
Fire Patrol Vehicle,2022,40
Repair Lift,2014,40
Igloo,2013,40
Spaceship,2021,40
Wheels and Tires,1986,40
Helicopter,1987,40
Chain Reactions,2015,40
Racing Truck,2010,40
Demolition Driller,2015,40
Shell Tanker,1987,40
Emmet's Car,2014,40
Andrea's DJ Pod,2018,40
Winner's Podium,2016,40
Space Explorers,1994,40
1 x 1 Round Bricks,1958,40
Organic Market,2023,40
Aqua Res-Q Transport,2001,40
Batman 1992,2023,40
Medium Stack 'n' Learn Set,1999,40
Super Secret Police Enforcer,2014,40
1 x 1 Bricks,1958,40
Green Bucket,1997,40
Braille Bricks Toolkit,2020,40
Auto Pod (Toy Fair Nuernberg Promotion),2004,40
2 x 2 Plates (cardboard box version),1962,40
Pirate Mini Figures,1989,40
Pastry Shop,2022,40
1 x 1 Bricks,1955,40
Robin and Redbird Cycle,2013,40
1 x 1 Round Bricks,1955,40
Marker 6 Pack,2021,40
Car,2015,40
Red Sox Player,2016,40
Gravel Pit,2007,40
Snowman,1989,40
Auto Pod,2004,40
Winnie the Pooh's House,2011,40
Mining Quad,2012,40
Stephanie's Jungle Play Cube,2020,40
Krika,2008,40
Mid Autumn Rabbit,2019,40
The Lava Slinger,2016,40
Green Bucket,2001,40
Batman,2012,40
Specialty Yellow Brick Pack,2014,40
The Joker Challenge,2014,40
WeDo Miscellaneous Pack,2012,40
Harry's Journey to Hogwarts,2018,40
Car with Trailer and Racing Car,1972,40
Hover Scout,1999,40
Andrea's Shopping Play Cube,2020,40
Liberty Bell,2015,40
Mia's Play Cube,2020,40
Town Folks,1998,40
Misc Red Brick Pack,2014,40
Arctic,2016,40
Beauty Studio,1997,40
Kai's Mini Dragon,2016,40
Sir Adric,2006,40
Beacon Tracer,1990,40
Darth Vader and Boba Fett Buildable Watch with Toy,2017,40
Jabba's Prize,2003,40
Parisian Guy,2018,40
Cosmic Comet,1985,40
Corroder,2010,40
Mia's Pug Cube,2021,40
EV3 Robot Educator Special Elements,2014,40
Spider Crawler,2014,40
EV3 Technic Angle Beams,2014,40
Bounty Boat,1992,40
Bat Shooter,2018,40
NXT Misc Parts Pack,2013,40
Olivia's Play Cube,2020,40
Danone Truck,1980,40
Ripslinger's Air Race,2013,40
Fire Motorcycle,2013,40
Horse Stable,1999,40
Motor,1977,40
Battle Pack Pirates,2009,40
Forklift,1999,39
Jungle Accessory Set,2014,39
Fire Truck,1984,39
Fireman's Car,2009,39
Birthday Party,2013,39
Ice Bear Mech,2015,39
Harry Horse and Clara Cow's Ice Cream Shoppe,1980,39
Santa,1999,39
Excavator,1978,39
Statue of Liberty,2012,39
Hidden Sword,2012,39
Macaw's Fountain,2014,39
Lucky the Rat,2020,39
Sand Storm Racer,1989,39
Police Helicopter,1977,39
Red Devil Racer,1991,39
The Playful 5 Minifigure Set,2019,39
Muck Can Do It,2009,39
Hot Dog Cart,2013,39
Ganymede,2019,39
Police Helicopter,1977,39
Arctic Explorer with Snowmobile,2018,39
Hedgehog,2016,39
Space Shuttle,2022,39
Thulox,2007,39
Fox,2016,39
Penguins,2016,39
Classic Pen,2000,39
Renegade's Raft,1991,39
Backhoe,2007,39
XT4,2012,39
Nex,2012,39
BB-8,2017,39
Owen and Lookout Tower,2018,39
Surge,2012,39
Castle Accessories,1994,39
Castle Accessories,1996,39
The Great Train Chase,2010,39
Accessory Pack,2017,39
Skull,2021,39
Slick Racer,1996,39
Time Machine,2021,39
Space Shuttle,2015,39
UNIQLO Mystery Bag [Space Shuttle],2016,39
Imperial Light Cruiser,2022,39
UFO,2015,39
Scuba / Sub Slizer,1999,39
Frog,2019,39
Flatbed Truck,1978,39
Stretchy's Junk Yard,2003,39
Red & Blue Player,2004,39
Sea Mates,1993,39
Red Race Car Number 3,1991,39
Puppy's Playhouse,2013,39
Go-Kart Racer,2022,39
Fuzzy & Mushroom Platform Expansion Set,2021,39
Space Shuttle,1979,39
Rapid Rider,1999,39
Forest: Animals,2015,39
Cowboys,1976,39
Backyard Clinic,2015,39
Starter Set Extra,2006,39
Celebration,2000,39
Kohrak,2002,39
Birthday Card,2019,39
My First Cars and Trucks,2016,39
Dream Star Pen Pack,2000,39
Preschool,2017,39
My First Shop,2014,39
Database Set for LEGO World Letter Tiles,2013,39
Two Santas and Tree,1978,39
Police Helicopter,2020,39
Fire ATV,2019,39
Cowboys,1977,39
Build-A-Santa,1991,39
ATR 4,2005,39
Freestyle Trial Size,1998,39
Ambulance,1981,39
Blondi the Pig and Taxi Station,1979,39
Stephanie's Hockey Practice,2018,39
Giraffe,2005,39
Space Utility Vehicle,2015,39
Flying School,1991,39
Ferrari F1 Racing Team,2004,39
"1 x 1, 1 x 2, 2 x 2, 2 x 3, 2 x 4 Plates (System)",1966,39
Fish Free Builds - Make It Yours,2019,39
Two Seater Space Scooter,1979,39
Dungeon,2000,39
Supplementary Bricks,1987,39
Santa Claus,2002,39
Gollum Fun Pack,2015,39
Pahrak,2002,39
Summer Wave,2022,39
Gahlok,2002,39
My First Police Set,2014,39
Medium Ship Set,1973,39
Tahnok,2002,39
Manual Control Set 1,1986,39
Lehvak,2002,39
Baby's Nursery,1998,39
"34 sloping profile bricks, including profile peak bricks, Red",1969,39
"34 sloping profile bricks, including profile peak bricks, Blue",1969,39
Ariel's Undersea Castle,2013,39
The Hulk,2012,39
Peter Pan's Visit,2014,39
Shell Tow Truck,1981,39
The Good Fairy's Bedroom,2000,39
"Antennas, Control Sticks",1993,39
Arctic Scout,2014,39
Rosita's Wonderful Stable,2001,39
Dino 2010 Quad,2005,39
Basic Building Set,1987,39
Vintage Car,1973,39
One vs One Action,2003,39
Life Guard,2007,38
Jedi Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005,38
Ganymede,2019,38
Dracus,2006,38
Castle Equipment,1989,38
Bus,1987,38
Baseball Player,2015,38
Star Destroyer,2012,38
DOTS: Friends Code Together,2021,38
Wind Energy,2021,38
Sofia's Royal Stable,2015,38
Supplementary Set,1979,38
Sea Hunter,1997,38
Jedi Starfighter - Mini,2005,38
Zane ZX,2012,38
Sons of Garmadon,2018,38
Purple Toad,2022,38
Anakin's Podracer,2012,38
Harry Potter Quidditch Tower (TRU Event Exclusive),2002,38
White Car and Camper,1970,38
Belville Butterfly Buildable Watch,2002,38
Spider-Man & Hulk Adventures,2018,38
Leprechaun,2009,38
Baby Stack 'n Learn (Explore),2002,38
Rabbit,2009,38
Flags and Fences,1988,38
Race Driver & Go-kart,2018,38
DOTS: Secret Coding Fun,2021,38
Bat Jetski,2012,38
Wicked Witch Fun Pack,2015,38
VIP Top 5 Boxed Minifigures,2012,38
Bridge and Rails,1989,38
Living Room,1997,38
Special Tubes,2000,38
Fire vs Ice Weaponry,2015,38
Large Basic Set,1991,38
Olivia's Brilliant Bakery,2019,38
Basic Set,1987,38
Fire Formula,1999,38
Big Wheels Road Worker Set,1999,38
Olivia's Ice Cream Machine,2019,38
Bracelet Sympathy,1979,38
Classic Pen Pack,2000,38
Rapunzel's Boat,2021,38
Freestyle Set,1998,38
Krusty Fun Pack,2015,38
Highway Patrol,1987,38
Bracelet Spring,1979,38
Castle Mini Figures,1988,38
My First Supermarket,2011,38
Horse Stables,2010,38
38 Slimbricks Assorted Sizes (The Building Toy),1965,38
Camping,2015,38
38 Slimbricks Assorted Sizes,1965,38
Jeep,2009,38
Holiday Ornament with Green Bricks,2011,38
Doors and Windows,1973,38
Rescue Runabout,1992,38
Basic Set Trial Size,1986,38
Airplane,2007,38
Supplementary Set,1979,38
Steam Locomotive,2021,38
Castle Mini Figures,1984,38
Spider-Man Super Jumper,2015,38
Doors and Windows,1987,38
Hot Rod,2017,38
Winzar's Pack Patrol,2013,38
Antennas and Control Sticks,1998,38
Groundhog,2010,38
Zoo Bucket,1993,38
Doors and Windows,1986,38
Betsy's Bedroom,1993,38
Garage with Automatic Doors,1971,38
Tri-Wheeled Tyrax,1991,38
Batmobile,2022,38
Green Lantern,2012,38
My First Garden,2013,38
Tractor,2018,38
Tech Machines Set,2009,38
Pirate's Treasure Hold,1992,38
Mobile Crane (Plate Base),1971,38
Darth Vader vs Obi-Wan Buildable Watch with Toy,2013,38
Fisherman,2013,38
Iron Man and Dum-E,2019,38
Basic Building Set,1985,38
Supplementary Set,1979,38
2019 Build-A-Minifigure Station Exclusive Parts,2019,38
Emma's Photo Studio Pod,2018,38
Mini Robot,1993,38
Anchor-Jet,2016,38
Fire Engine,1974,38
Crook Pursuit,2014,38
Paradisa Lifeguard,1996,38
Police Station,2019,38
Winged Rahi (Klakk),2008,38
Baby Ankylosaurus,2001,37
Zoo Vehicles,2006,37
Doors and Windows Parts Pack,1980,37
Frankenstein's Monster,2016,37
Snail,2018,37
Lunar Rover,1999,37
Never Land Hideout,2013,37
Resistance Bomber,2019,37
Space Elements,1993,37
Target Practice,2002,37
U-Wing,2019,37
Lewa - With mini CD-ROM,2001,37
Bunny's Hutch,2013,37
Bi-Plane,2008,37
The LEGO Movie 2: Witaj w Moim Świecie,2019,37
Landspeeder,2016,37
Baja Buggy,1996,37
Dinosaurs Fun Forest,1999,37
Mini Sub,2010,37
Bramball,2023,37
Wave Racer,1990,37
Dragonfly,2017,37
Seaplane,2013,37
Landscape Loader,1992,37
Toddler Starter Building Set,2013,37
Palpatine's Shuttle,2016,37
Notebook with Studs,2018,37
Graduate,2011,37
Batcycle,2023,37
The United Trinity Statue,2020,37
Designer Set,2005,37
Beach Racing,2014,37
Adventure Camp Bridge,2016,37
Young Ankylosaurus (The Stiff Lizard),2001,37
Apple Tree,2020,37
Army Jeep,2010,37
Camping Adventure,2023,37
Kai's Dojo Pod,2017,37
Fire Engine,1996,37
Darth Vader,2018,37
Taxi Station,1979,37
Technic Beams,2014,37
Orangutan's Banana Tree,2014,37
Dune Patrol,2004,37
Lewa Nuva,2002,37
Star Quest,1989,37
Knights' Arsenal,1987,37
Smoothie Stand,2015,37
Assorted Clear Bricks & Plates,1969,37
Unicorns Forever Bracelet,2023,37
Mini Digger,2005,37
My Pets Bracelet,2023,37
Battle Pack Dragon Knights,2010,37
Electro / Energy Slizer,1999,37
Ninja Army Building Set,2015,37
Crab,2013,37
Executive Jet,1974,37
Jousting Knights,1984,37
Police Car,2020,37
Brown Bear's River,2014,37
Summer Sailboat,2019,37
Rapunzel's Tower,2018,37
Fire Helicopter,2012,37
Rescue Helicopter,1981,37
Dekar,2007,37
Cinderella's Kitchen,2017,37
Defilak,2007,37
Convertible,1980,37
Buzz Lightyear's Planetary Mission,2022,37
Rainbow,2022,37
Off-Road Chase,2018,37
Medieval Knights,1993,37
Gamer,2022,37
Antennas and Control Sticks,1995,37
Imperial Cannon,1994,37
Wild West Accessories,1997,37
Scorpion,2005,37
Moon Buggy,2011,37
Cobra,2012,37
Penguin Holiday Ornament,2018,37
Soccer Stadium Clock,2009,37
The Nether Duel,2021,37
Diving Accessories,1998,37
Classic Trial Size,1999,37
Draco's Encounter with Buckbeak,2004,37
BBQ,2018,37
Mia's Shopping Play Cube,2020,37
TV Chopper,1999,37
Freestyle Building Set,1995,37
Boba Fett Watch,2011,37
XT-5 and Droid,1987,37
Basic Set,1997,37
AAT,2016,37
Millennium Falcon Bag Charm,2007,37
Bob and Muck Repair the Barn,2001,37
Baby Ankylosaurus,2001,37
Owen and Quad,2022,37
Rover Discovery,1998,37
Auto Pod (Polybag),2004,37
Miles' Exo-Flex Suit,2016,37
Welcome to the Hundred Acre Wood,1999,37
Raptor with Breeding Station,2022,37
Chicken Skater Pod,2019,37
Rapunzel's Market Visit,2014,37
Sith Eternal TIE Dagger,2020,37
Santa at the Beach,2014,37
Seal's Little Rock,2014,37
Ghostly Hideout,1993,37
Western Town,1998,37
Aircraft,2014,37
Red Cross Helicopter,1978,37
Muscle Car,2008,37
Ambulance and Helicopter,1973,37
Rescue Units,1973,37
Razcal's Double-Crosser,2013,36
Light Gray Arches,2002,36
Ninjago Accessory Set,2016,36
Build Your Own Snail With Superpowers,2021,36
Washington Monument,2015,36
Mini Flying Ford Anglia,2018,36
Make Your Own Movie,2018,36
Oni Villains Accessory Set,2019,36
Police Robot Unit,2022,36
The Wicked Madam Frost,2002,36
Farm Animals,1998,36
Kraang's Turtle Target Practice,2013,36
Monster,2014,36
Platypus,2017,36
Cute Foal with Food and Water Pump,2022,36
Police Bike Training,2023,36
Kitty Cat's Building Set,1995,36
Supply Wagon,1984,36
Legolas Fun Pack,2015,36
Battle Pack Lion Knights,2010,36
Mini Basic Set,1984,36
Castle Mini Figures,1985,36
Truck,2009,36
Grill,2022,36
Castle Accessories,1998,36
Capitol Building,2015,36
Road Tape,2020,36
Amazon / Jungle Slizer,1999,36
Minifig Pack,1983,36
Attack Wagon,2010,36
Mini Basic Set,1982,36
Play Bucket,1991,36
Snowman Ornament,2005,36
Database Set for Bionicle Trading Card Game,2001,36
Yellow Truck (Box version) - ANA Promotion,2003,36
Xcyber,1997,36
Police Station,1996,36
Freestyle Trial Size,1997,36
Axle Assortment,1984,36
Rubber Bands and String,1999,36
Conveyor Belt Links,1999,36
Muck & Roley in the Sunflower Factory,2007,36
Santa,1989,36
Cyborg Scout,1997,36
Playhouse Bucket (Vacation Cottage Bucket),1994,36
Aero Pod,2004,36
Aero Pod (Toy Fair Nuernberg Promotion),2004,36
Emma's Play Cube,2020,36
Gali - With mini CD-ROM,2001,36
Battle Pack,2013,36
Tahu Nuva,2002,36
Vintage Car,1970,36
Racing (Explore),2002,36
Santa Claus Ornament,2005,36
Basic Souvenir Box,1981,36
Electric Train Starter Set,1996,36
Gecko,2021,36
Battle Pack Troll Warriors,2009,36
Fire Car,2013,36
Spaceport Accessories,1995,36
Dragon Master Chariot,1994,36
Into The Deep,2022,36
Castle Knights Accessory Set,2014,36
Knight Bus,2019,36
Spider-Man Headquarters,2021,36
Onyx,2000,36
T. rex and Triceratops Dinosaur Breakout,2021,36
Black Knight's Battering Ram,1993,36
Car,1994,36
Evo,2012,36
Jungle ATV,2017,36
Alphabet Truck,2020,36
Axles - Short,1994,36
Olivia's Satellite Pod,2018,36
Space Satellite,2019,36
Horse Stables,2007,36
Police Action (Explore),2003,36
City People,1992,36
